"","DoNotConflict","ExplicitlyAgree","StrictJointAssertions","SemiStrictJointAssertions","SymmetricDifference","MarczewskiSteinhaus","SteelPenny","QuartetDivergence"
"28",0.34471670802316,0.34471670802316,0.34471670802316,0.34471670802316,0.34471670802316,0.208252393831317,0.34471670802316,0.34471670802316
"29",0.332467801016188,0.332467801016188,0.332467801016188,0.332467801016188,0.332467801016188,0.19937714019483,0.332467801016188,0.332467801016188
"30",0.336997814013943,0.336997814013943,0.336997814013943,0.336997814013943,0.336997814013943,0.202644239949765,0.336997814013943,0.336997814013943
"31",0.339873567292922,0.339873567292922,0.339873567292922,0.339873567292922,0.339873567292922,0.204727519902631,0.339873567292922,0.339873567292922
"32",0.321564457048328,0.321564457048328,0.321564457048328,0.321564457048328,0.321564457048328,0.191585824310435,0.321564457048328,0.321564457048328
"33",0.33152841781874,0.33152841781874,0.33152841781874,0.33152841781874,0.33152841781874,0.198701866642116,0.33152841781874,0.33152841781874
"34",0.345831856315727,0.345831856315727,0.345831856315727,0.345831856315727,0.345831856315727,0.209066930490795,0.345831856315727,0.345831856315727
"35",0.333907893182087,0.333907893182087,0.333907893182087,0.333907893182087,0.333907893182087,0.200413825751699,0.333907893182087,0.333907893182087
"36",0.315313718539525,0.315313718539525,0.315313718539525,0.315313718539525,0.315313718539525,0.187164650184114,0.315313718539525,0.315313718539525
"37",0.336755583126551,0.336755583126551,0.336755583126551,0.336755583126551,0.336755583126551,0.202469089756261,0.336755583126551,0.336755583126551
"38",0.325586375989602,0.325586375989602,0.325586375989602,0.325586375989602,0.325586375989602,0.194447997388953,0.325586375989602,0.325586375989602
"39",0.33187994800898,0.33187994800898,0.33187994800898,0.33187994800898,0.33187994800898,0.198954474297493,0.33187994800898,0.33187994800898
"40",0.339999113789436,0.339999113789436,0.339999113789436,0.339999113789436,0.339999113789436,0.204818633901807,0.339999113789436,0.339999113789436
"41",0.33531253692544,0.33531253692544,0.33531253692544,0.33531253692544,0.33531253692544,0.201426720848934,0.33531253692544,0.33531253692544
"42",0.334367245657568,0.334367245657568,0.334367245657568,0.334367245657568,0.334367245657568,0.200744878957169,0.334367245657568,0.334367245657568
"43",0.324608590334397,0.324608590334397,0.324608590334397,0.324608590334397,0.324608590334397,0.193750898125463,0.324608590334397,0.324608590334397
"44",0.350645456693844,0.350645456693844,0.350645456693844,0.350645456693844,0.350645456693844,0.212595562377371,0.350645456693844,0.350645456693844
"45",0.342247134585844,0.342247134585844,0.342247134585844,0.342247134585844,0.342247134585844,0.206452446396671,0.342247134585844,0.342247134585844
"46",0.314516129032258,0.314516129032258,0.314516129032258,0.314516129032258,0.314516129032258,0.186602870813397,0.314516129032258,0.314516129032258
"47",0.320848103509394,0.320848103509394,0.320848103509394,0.320848103509394,0.320848103509394,0.191077474396426,0.320848103509394,0.320848103509394
"48",0.331566820276498,0.331566820276498,0.331566820276498,0.331566820276498,0.331566820276498,0.198729457257285,0.331566820276498,0.331566820276498
"49",0.331196088857379,0.331196088857379,0.331196088857379,0.331196088857379,0.331196088857379,0.198463154745731,0.331196088857379,0.331196088857379
"50",0.33642325416519,0.33642325416519,0.33642325416519,0.33642325416519,0.33642325416519,0.202228875227735,0.33642325416519,0.33642325416519
"51",0.327032376225925,0.327032376225925,0.327032376225925,0.327032376225925,0.327032376225925,0.195480397575278,0.327032376225925,0.327032376225925
"52",0.33306156209382,0.33306156209382,0.33306156209382,0.33306156209382,0.33306156209382,0.199804356609699,0.33306156209382,0.33306156209382
"53",0.328104691007917,0.328104691007917,0.328104691007917,0.328104691007917,0.328104691007917,0.196247150909059,0.328104691007917,0.328104691007917
"54",0.344100791681437,0.344100791681437,0.344100791681437,0.344100791681437,0.344100791681437,0.207802980974213,0.344100791681437,0.344100791681437
"55",0.334345090393477,0.334345090393477,0.334345090393477,0.334345090393477,0.334345090393477,0.200728907569732,0.334345090393477,0.334345090393477
"56",0.339309346567411,0.339309346567411,0.339309346567411,0.339309346567411,0.339309346567411,0.204318212947168,0.339309346567411,0.339309346567411
"57",0.338799775493324,0.338799775493324,0.338799775493324,0.338799775493324,0.338799775493324,0.203948789853996,0.338799775493324,0.338799775493324
"58",0.324407715939974,0.324407715939974,0.324407715939974,0.324407715939974,0.324407715939974,0.193607788139201,0.324407715939974,0.324407715939974
"59",0.340682972941037,0.340682972941037,0.340682972941037,0.340682972941037,0.340682972941037,0.20531517930897,0.340682972941037,0.340682972941037
"60",0.326524282169444,0.326524282169443,0.326524282169444,0.326524282169444,0.326524282169444,0.195117430561072,0.326524282169444,0.326524282169444
"61",0.325738508803025,0.325738508803025,0.325738508803025,0.325738508803025,0.325738508803025,0.194556531650349,0.325738508803025,0.325738508803025
"62",0.320580763322699,0.320580763322699,0.320580763322699,0.320580763322699,0.320580763322699,0.190887871426888,0.320580763322699,0.320580763322699
"63",0.348054767812832,0.348054767812832,0.348054767812832,0.348054767812832,0.348054767812832,0.21069389046997,0.348054767812832,0.348054767812832
"64",0.34489985820631,0.34489985820631,0.34489985820631,0.34489985820631,0.34489985820631,0.208386096706227,0.34489985820631,0.34489985820631
"65",0.354230178423727,0.354230178423727,0.354230178423727,0.354230178423727,0.354230178423727,0.215236768702233,0.354230178423727,0.354230178423727
"66",0.320824471227697,0.320824471227697,0.320824471227697,0.320824471227697,0.320824471227697,0.19106071148039,0.320824471227697,0.320824471227697
"67",0.32036364173461,0.320363641734609,0.32036364173461,0.32036364173461,0.32036364173461,0.190733928899621,0.32036364173461,0.32036364173461
"68",0.320431584544488,0.320431584544488,0.320431584544488,0.320431584544488,0.320431584544488,0.19078209711248,0.320431584544488,0.320431584544488
"69",0.356676119579345,0.356676119579345,0.356676119579345,0.356676119579345,0.356676119579345,0.21704554033989,0.356676119579345,0.356676119579345
"70",0.338581176887628,0.338581176887629,0.338581176887628,0.338581176887628,0.338581176887628,0.20379038215864,0.338581176887628,0.338581176887628
"71",0.327598073969042,0.327598073969042,0.327598073969042,0.327598073969042,0.327598073969042,0.195884774389442,0.327598073969042,0.327598073969042
"72",0.332036511875222,0.332036511875222,0.332036511875222,0.332036511875222,0.332036511875222,0.19906701449953,0.332036511875222,0.332036511875222
"73",0.339844026940801,0.339844026940801,0.339844026940801,0.339844026940801,0.339844026940801,0.204706083317319,0.339844026940801,0.339844026940801
"74",0.323237917995983,0.323237917995983,0.323237917995983,0.323237917995983,0.323237917995983,0.192775064193757,0.323237917995983,0.323237917995983
"75",0.378386801370672,0.378386801370672,0.378386801370672,0.378386801370672,0.378386801370672,0.233339739520192,0.378386801370672,0.378386801370672
"76",0.32410640434834,0.32410640434834,0.32410640434834,0.32410640434834,0.32410640434834,0.193393187484742,0.32410640434834,0.32410640434834
"77",0.331636240103982,0.331636240103982,0.331636240103982,0.331636240103982,0.331636240103982,0.198779335823413,0.331636240103982,0.331636240103982
"78",0.328979085430698,0.328979085430698,0.328979085430698,0.328979085430698,0.328979085430698,0.196873110660911,0.328979085430698,0.328979085430698
"79",0.320093347512702,0.320093347512702,0.320093347512702,0.320093347512702,0.320093347512702,0.190542341765697,0.320093347512702,0.320093347512702
"80",0.340146815550041,0.340146815550041,0.340146815550041,0.340146815550041,0.340146815550041,0.204925844488324,0.340146815550041,0.340146815550041
"81",0.348322107999527,0.348322107999527,0.348322107999527,0.348322107999527,0.348322107999527,0.210889853092147,0.348322107999527,0.348322107999527
"82",0.326790145338532,0.326790145338532,0.326790145338532,0.326790145338532,0.326790145338532,0.195307327666111,0.326790145338532,0.326790145338532
"83",0.323409252038284,0.323409252038284,0.323409252038284,0.323409252038284,0.323409252038284,0.192896956178163,0.323409252038284,0.323409252038284
"84",0.341678482807515,0.341678482807515,0.341678482807515,0.341678482807515,0.341678482807515,0.206038744154977,0.341678482807515,0.341678482807515
"85",0.327832919768404,0.327832919768404,0.327832919768404,0.327832919768404,0.327832919768404,0.196052729206341,0.327832919768404,0.327832919768404
"86",0.343554295167198,0.343554295167198,0.343554295167198,0.343554295167198,0.343554295167198,0.20740450119485,0.343554295167198,0.343554295167198
"87",0.319690121706251,0.319690121706251,0.319690121706251,0.319690121706251,0.319690121706251,0.190256646012744,0.319690121706251,0.319690121706251
"88",0.335166312182441,0.335166312182441,0.335166312182441,0.335166312182441,0.335166312182441,0.20132119780794,0.335166312182441,0.335166312182441
"89",0.327815195557131,0.327815195557131,0.327815195557131,0.327815195557131,0.327815195557131,0.196040051725234,0.327815195557131,0.327815195557131
"90",0.327637953444405,0.327637953444405,0.327637953444405,0.327637953444405,0.327637953444405,0.195913291693751,0.327637953444405,0.327637953444405
"91",0.336727519792036,0.336727519792036,0.336727519792036,0.336727519792036,0.336727519792036,0.202448801263118,0.336727519792036,0.336727519792036
"92",0.344168734491315,0.344168734491315,0.344168734491315,0.344168734491315,0.344168734491315,0.207852540086917,0.344168734491315,0.344168734491315
"93",0.320995805269999,0.320995805269999,0.320995805269999,0.320995805269999,0.320995805269999,0.191182253312725,0.320995805269999,0.320995805269999
"94",0.325524341250148,0.325524341250148,0.325524341250148,0.325524341250148,0.325524341250148,0.194403746360327,0.325524341250148,0.325524341250148
"95",0.334578459175233,0.334578459175233,0.334578459175233,0.334578459175233,0.334578459175233,0.200897160853066,0.334578459175233,0.334578459175233
"96",0.332309760132341,0.332309760132341,0.332309760132341,0.332309760132341,0.332309760132341,0.199263479624796,0.332309760132341,0.332309760132341
"97",0.328004253810705,0.328004253810705,0.328004253810705,0.328004253810705,0.328004253810705,0.196175292047406,0.328004253810705,0.328004253810705
"98",0.330555063216354,0.330555063216354,0.330555063216354,0.330555063216354,0.330555063216354,0.198002974481567,0.330555063216354,0.330555063216354
"99",0.313727401630627,0.313727401630628,0.313727401630627,0.313727401630627,0.313727401630627,0.186047856042968,0.313727401630627,0.313727401630627
"100",0.358560794044665,0.358560794044665,0.358560794044665,0.358560794044665,0.358560794044665,0.218442932728647,0.358560794044665,0.358560794044665
