"","DoNotConflict","ExplicitlyAgree","StrictJointAssertions","SemiStrictJointAssertions","SymmetricDifference","MarczewskiSteinhaus","SteelPenny","QuartetDivergence"
"1",0.334704005671748,0.334704005671748,0.334704005671748,0.334704005671748,0.334704005671748,0.200987696368513,0.334704005671748,0.334704005671748
"2",0.328094351884675,0.328094351884674,0.328094351884675,0.328094351884675,0.328094351884675,0.196239753274667,0.328094351884675,0.328094351884675
"3",0.327982098546615,0.327982098546615,0.327982098546615,0.327982098546615,0.327982098546615,0.196159441990136,0.327982098546615,0.327982098546615
"4",0.330426562684627,0.330426562684627,0.330426562684627,0.330426562684627,0.330426562684627,0.197910768882346,0.330426562684627,0.330426562684627
"5",0.326951140257592,0.326951140257592,0.326951140257592,0.326951140257592,0.326951140257592,0.19542235025218,0.326951140257592,0.326951140257592
"6",0.333788254755997,0.333788254755997,0.333788254755997,0.333788254755997,0.333788254755997,0.20032763285264,0.333788254755997,0.333788254755997
"7",0.339932647997164,0.339932647997164,0.339932647997164,0.339932647997164,0.339932647997164,0.204770395361997,0.339932647997164,0.339932647997164
"8",0.340687403993856,0.340687403993856,0.340687403993856,0.340687403993856,0.340687403993856,0.205318398000393,0.340687403993856,0.340687403993856
"9",0.319808283114735,0.319808283114735,0.319808283114735,0.319808283114735,0.319808283114735,0.190340352175759,0.319808283114735,0.319808283114735
"10",0.331221198156682,0.331221198156682,0.331221198156682,0.331221198156682,0.331221198156682,0.198481187435278,0.331221198156682,0.331221198156682
"11",0.34170654614203,0.34170654614203,0.34170654614203,0.34170654614203,0.34170654614203,0.206059153973659,0.34170654614203,0.34170654614203
"12",0.32974122651542,0.32974122651542,0.32974122651542,0.32974122651542,0.32974122651542,0.197419245299036,0.32974122651542,0.32974122651542
"13",0.338371440387569,0.338371440387569,0.338371440387569,0.338371440387569,0.338371440387569,0.203638435575815,0.338371440387569,0.338371440387569
"14",0.34366211745244,0.34366211745244,0.34366211745244,0.34366211745244,0.34366211745244,0.207483099356433,0.34366211745244,0.34366211745244
"15",0.328946591043365,0.328946591043365,0.328946591043365,0.328946591043365,0.328946591043365,0.196849836923376,0.328946591043365,0.328946591043365
"16",0.347577691126078,0.347577691126078,0.347577691126078,0.347577691126078,0.347577691126078,0.210344346756576,0.347577691126078,0.347577691126078
"17",0.32388189767222,0.32388189767222,0.32388189767222,0.32388189767222,0.32388189767222,0.193233339119968,0.32388189767222,0.32388189767222
"18",0.320630981921304,0.320630981921304,0.320630981921304,0.320630981921304,0.320630981921304,0.190923482849604,0.320630981921304,0.320630981921304
"19",0.37477549332388,0.37477549332388,0.37477549332388,0.37477549332388,0.37477549332388,0.230599213699014,0.37477549332388,0.37477549332388
"20",0.341027118043247,0.341027118043247,0.341027118043247,0.341027118043247,0.341027118043247,0.205565215533244,0.341027118043247,0.341027118043247
